City_ID,City,Lat,Lng,Max Temp,Weather Description,Humidity,Cloudiness,Wind Speed,Country,Date
86,Faanui,-16.4833,-151.75,79.39,few clouds,75,22,12.62,PF,2021-11-05 04:21:35
87,Tacotalpa,17.6,-92.8167,75.85,overcast clouds,96,98,4.16,MX,2021-11-05 04:21:36
88,Hithadhoo,-0.6,73.0833,82.53,overcast clouds,75,97,12.03,MV,2021-11-05 04:21:36
89,Guerrero Negro,27.9769,-114.0611,64.87,clear sky,90,0,9.01,MX,2021-11-05 04:21:37
90,Zhigansk,66.7697,123.3711,-6.75,broken clouds,91,61,16.6,RU,2021-11-05 04:22:37
91,Betafo,-19.8333,46.85,72.72,clear sky,47,0,3.4,MG,2021-11-05 04:22:38
92,Iskateley,67.6803,53.1512,29.21,overcast clouds,94,95,3.06,RU,2021-11-05 04:22:38
93,Naron,43.5167,-8.1528,51.04,broken clouds,80,58,9.93,ES,2021-11-05 04:22:38
94,Pangnirtung,66.1451,-65.7125,15.58,overcast clouds,78,100,4.97,CA,2021-11-05 04:22:39
95,Puerto Ayora,-0.7393,-90.3518,68.7,few clouds,83,21,6.73,EC,2021-11-05 04:22:39
96,Manokwari,-0.8667,134.0833,83.62,overcast clouds,74,86,5.75,ID,2021-11-05 04:22:40
97,Ancud,-41.8697,-73.8203,43.43,clear sky,90,7,6.51,CL,2021-11-05 04:17:44
98,Jamestown,42.097,-79.2353,33.39,clear sky,97,1,5.75,US,2021-11-05 04:20:39
99,Souillac,-20.5167,57.5167,77.38,few clouds,78,20,5.75,MU,2021-11-05 04:22:41
100,Butaritari,3.0707,172.7902,82.29,clear sky,74,7,14.61,KI,2021-11-05 04:22:41
101,Hervey Bay,-25.2986,152.8535,79.03,broken clouds,61,55,10.11,AU,2021-11-05 04:22:41
102,Narasapur,16.45,81.6667,82.09,overcast clouds,76,88,11.92,IN,2021-11-05 04:22:42
103,Sayan,-11.1361,-77.1933,66.87,broken clouds,72,78,2.1,PE,2021-11-05 04:22:42
104,Mayo,38.8876,-76.5119,44.56,clear sky,81,1,3.0,US,2021-11-05 04:22:43
105,San Cosme Y Damian,-27.3167,-56.35,78.98,scattered clouds,74,47,7.43,PY,2021-11-05 04:22:43
106,Tabas,33.5959,56.9244,58.86,broken clouds,48,69,7.78,IR,2021-11-05 04:22:44
107,Kruisfontein,-34.0033,24.7314,57.25,broken clouds,76,78,3.78,ZA,2021-11-05 04:22:44
108,Camacha,33.0833,-16.3333,61.56,light intensity drizzle,82,40,10.36,PT,2021-11-05 04:22:44
109,Nayoro,44.3506,142.4578,50.67,broken clouds,73,75,4.34,JP,2021-11-05 04:22:45
110,Mar Del Plata,-38.0023,-57.5575,57.22,light intensity drizzle,99,90,18.99,AR,2021-11-05 04:19:11
111,Carnarvon,-24.8667,113.6333,75.27,clear sky,46,9,24.16,AU,2021-11-05 04:22:45
112,Medea,36.2642,2.7539,43.25,scattered clouds,78,48,4.85,DZ,2021-11-05 04:22:46
113,Yar-Sale,66.8333,70.8333,32.34,light snow,98,100,12.06,RU,2021-11-05 04:22:46
114,Tuktoyaktuk,69.4541,-133.0374,24.8,overcast clouds,86,90,25.32,CA,2021-11-05 04:22:47
115,Avarua,-21.2078,-159.775,77.05,few clouds,69,20,12.66,CK,2021-11-05 04:22:47
116,Rawson,-43.3002,-65.1023,55.96,clear sky,24,2,8.03,AR,2021-11-05 04:22:47
117,Hearst,49.6835,-83.6665,34.05,clear sky,91,6,9.08,CA,2021-11-05 04:22:48
118,Shimoda,34.6667,138.95,66.56,few clouds,64,12,7.2,JP,2021-11-05 04:22:48
119,Talkha,31.0539,31.3779,65.43,clear sky,84,0,6.78,EG,2021-11-05 04:22:49
120,Bud,39.447,-86.1758,36.32,clear sky,88,0,4.79,US,2021-11-05 04:22:49
121,Constantine,36.365,6.6147,45.81,scattered clouds,93,40,3.44,DZ,2021-11-05 04:22:51
122,Zarubino,42.63,131.0922,52.9,few clouds,71,11,3.4,RU,2021-11-05 04:22:51
123,Labuhan,-6.8844,112.2051,87.71,light rain,58,100,4.09,ID,2021-11-05 04:22:52
124,Victoria,22.2855,114.1577,82.36,scattered clouds,84,28,10.0,HK,2021-11-05 04:20:25
125,Tarko-Sale,64.9225,77.785,30.38,overcast clouds,97,99,19.46,RU,2021-11-05 04:22:52
126,Haines Junction,60.7522,-137.5108,17.55,overcast clouds,93,100,2.3,CA,2021-11-05 04:22:53
127,Saskylakh,71.9167,114.0833,9.34,overcast clouds,91,100,20.45,RU,2021-11-05 04:22:53
128,Kalemie,-5.9475,29.1947,68.14,clear sky,84,8,6.17,CD,2021-11-05 04:22:54
129,Castro,-24.7911,-50.0119,61.84,overcast clouds,93,96,1.59,BR,2021-11-05 04:22:54
130,Sao Joao Da Barra,-21.6403,-41.0511,69.13,few clouds,95,21,7.18,BR,2021-11-05 04:19:19
131,Chuy,-33.6971,-53.4616,66.36,broken clouds,93,72,8.25,UY,2021-11-05 04:22:55
132,Ushuaia,-54.8,-68.3,38.86,light rain,81,75,20.71,AR,2021-11-05 04:22:55
133,Beloha,-25.1667,45.05,71.46,clear sky,61,0,9.69,MG,2021-11-05 04:22:56
134,Grindavik,63.8424,-22.4338,41.47,broken clouds,70,75,20.71,IS,2021-11-05 04:22:56
135,Arraial Do Cabo,-22.9661,-42.0278,70.39,few clouds,87,16,2.62,BR,2021-11-05 04:22:57
136,Saldanha,-33.0117,17.9442,57.25,overcast clouds,78,100,12.55,ZA,2021-11-05 04:22:57
137,Silifke,36.3778,33.9344,67.17,clear sky,51,1,6.06,TR,2021-11-05 04:23:58
138,Thompson,55.7435,-97.8558,21.36,clear sky,93,1,0.0,CA,2021-11-05 04:23:58
139,Samfya,-11.3649,29.5565,72.57,broken clouds,50,64,7.54,ZM,2021-11-05 04:19:09
140,Clyde River,70.4692,-68.5914,17.8,overcast clouds,86,99,11.97,CA,2021-11-05 04:23:59
141,Aykhal,66.0,111.5,2.35,overcast clouds,92,100,31.68,RU,2021-11-05 04:23:59
142,Bandarbeyla,9.4942,50.8122,77.9,few clouds,71,20,9.19,SO,2021-11-05 04:24:00
143,Guozhen,34.3659,107.359,61.68,broken clouds,74,82,5.61,CN,2021-11-05 04:24:00
144,Ulladulla,-35.35,150.4667,67.1,light rain,89,100,6.73,AU,2021-11-05 04:24:01
145,Dingle,10.9995,122.6711,83.07,light rain,80,96,3.15,PH,2021-11-05 04:24:01
146,Hailar,49.2,119.7,26.29,overcast clouds,27,100,14.07,CN,2021-11-05 04:24:02
147,Olafsvik,64.8945,-23.7142,42.15,scattered clouds,74,41,22.97,IS,2021-11-05 04:24:03
148,Keita,14.7551,5.7749,79.12,clear sky,18,0,7.54,NE,2021-11-05 04:24:03
149,Norman Wells,65.282,-126.8329,8.64,few clouds,85,20,3.44,CA,2021-11-05 04:24:04
150,Bakau,13.4781,-16.6819,77.14,clear sky,94,0,2.3,GM,2021-11-05 04:24:05
151,Grand Gaube,-20.0064,57.6608,77.4,few clouds,81,16,10.76,MU,2021-11-05 04:24:06
152,Ahipara,-35.1667,173.1667,61.14,overcast clouds,90,99,11.43,NZ,2021-11-05 04:24:06
153,Verkhoyansk,67.5447,133.385,0.61,broken clouds,95,71,3.56,RU,2021-11-05 04:24:07
154,Lavrentiya,65.5833,-171.0,14.61,overcast clouds,82,100,11.39,RU,2021-11-05 04:24:07
155,Hastings,50.8552,0.5729,41.9,scattered clouds,80,41,12.8,GB,2021-11-05 04:24:08
156,Lakes Entrance,-37.8811,147.981,69.17,overcast clouds,87,100,10.27,AU,2021-11-05 04:24:08
157,Ippy,6.2679,21.2247,68.58,overcast clouds,96,97,3.22,CF,2021-11-05 04:24:08
158,Buwenge,0.6422,33.1744,61.79,few clouds,97,21,1.66,UG,2021-11-05 04:24:09
159,Mount Isa,-20.7333,139.5,98.37,scattered clouds,20,40,6.91,AU,2021-11-05 04:24:09
160,Wattegama,6.7989,81.4808,79.72,broken clouds,67,79,2.57,LK,2021-11-05 04:24:10
161,Bambous Virieux,-20.3428,57.7575,77.25,few clouds,78,20,5.75,MU,2021-11-05 04:24:10
162,Canberra,-35.2835,149.1281,62.58,broken clouds,85,75,12.66,AU,2021-11-05 04:23:18
163,Blind River,46.1834,-82.9582,41.25,scattered clouds,71,32,5.35,CA,2021-11-05 04:24:11
164,Ballina,-28.8667,153.5667,71.56,overcast clouds,67,90,11.5,AU,2021-11-05 04:24:12
165,Mana,5.6592,-53.7767,79.09,overcast clouds,81,100,9.06,GF,2021-11-05 04:24:12
166,Torbay,47.6666,-52.7314,38.75,scattered clouds,83,40,8.05,CA,2021-11-05 04:24:12
167,Fortuna,40.5982,-124.1573,52.36,overcast clouds,68,90,3.0,US,2021-11-05 04:24:13
168,Trelew,-43.249,-65.3051,56.86,clear sky,20,5,11.97,AR,2021-11-05 04:24:13
169,Ponta Do Sol,32.6667,-17.1,66.7,broken clouds,64,73,6.91,PT,2021-11-05 04:24:14
170,Hobart,-42.8794,147.3294,74.01,few clouds,60,20,1.99,AU,2021-11-05 04:21:28
171,Komsomolskiy,40.4272,71.7189,35.02,haze,43,75,2.3,UZ,2021-11-05 04:24:15
172,Faya,18.3851,42.4509,55.51,clear sky,32,0,4.0,SA,2021-11-05 04:24:15
173,Hilo,19.7297,-155.09,74.8,light rain,92,75,5.75,US,2021-11-05 04:24:15
174,Ambilobe,-13.2,49.05,78.53,scattered clouds,70,48,3.02,MG,2021-11-05 04:24:16
175,Touros,-5.1989,-35.4608,79.7,overcast clouds,78,98,10.02,BR,2021-11-05 04:24:16
176,Senno,59.5336,33.9167,40.26,moderate rain,82,100,9.95,RU,2021-11-05 04:24:17
177,Hualmay,-11.0964,-77.6139,63.3,overcast clouds,87,89,9.6,PE,2021-11-05 04:24:17
178,Krutinka,56.0055,71.5113,26.1,scattered clouds,72,28,16.98,RU,2021-11-05 04:22:06
179,Minbu,20.1833,94.8833,82.8,broken clouds,75,66,4.79,MM,2021-11-05 04:24:18
180,Harper,4.375,-7.7169,76.89,light rain,89,15,5.55,LR,2021-11-05 04:25:22
181,Mwanza,-2.5167,32.9,71.2,light rain,72,91,3.47,TZ,2021-11-05 04:25:23
182,Cortland,42.6001,-76.083,33.66,clear sky,88,1,0.0,US,2021-11-05 04:25:23
183,Hofn,64.2539,-15.2082,40.3,broken clouds,61,56,5.73,IS,2021-11-05 04:25:24
184,Severo-Kurilsk,50.6789,156.125,37.98,overcast clouds,73,100,7.05,RU,2021-11-05 04:25:24
185,Javanrud,34.7961,46.5172,51.44,clear sky,68,9,5.57,IR,2021-11-05 04:25:25
186,Tasiilaq,65.6145,-37.6368,14.54,scattered clouds,86,45,5.46,GL,2021-11-05 04:25:25
187,Elizabeth City,36.2946,-76.2511,53.65,clear sky,88,1,6.91,US,2021-11-05 04:23:01
188,Nsanje,-16.92,35.262,76.5,few clouds,75,12,5.1,MW,2021-11-05 04:25:26
189,Xingyi,24.1877,102.817,67.64,scattered clouds,68,42,9.28,CN,2021-11-05 04:25:26
190,Manjacaze,-24.7117,33.8828,69.67,overcast clouds,80,86,5.73,MZ,2021-11-05 04:25:27
191,Namibe,-15.1961,12.1522,65.43,broken clouds,78,76,7.47,AO,2021-11-05 04:25:27
192,Aqtobe,50.2797,57.2072,15.89,clear sky,62,0,6.71,KZ,2021-11-05 04:25:28
193,Kavieng,-2.5744,150.7967,84.79,overcast clouds,63,100,14.45,PG,2021-11-05 04:25:28
194,Umm Kaddadah,13.6017,26.6876,77.94,clear sky,32,3,15.55,SD,2021-11-05 04:25:28
195,Upernavik,72.7868,-56.1549,19.58,few clouds,72,24,6.96,GL,2021-11-05 04:25:29
196,Aketi,2.7388,23.7833,66.92,broken clouds,99,72,0.63,CD,2021-11-05 04:25:30
197,Ibra,22.6906,58.5334,72.66,clear sky,48,2,1.07,OM,2021-11-05 04:25:30
198,Malanje,-9.5402,16.341,63.23,overcast clouds,94,95,2.19,AO,2021-11-05 04:25:31
199,Port Antonio,18.18,-76.4612,80.51,clear sky,82,7,6.69,JM,2021-11-05 04:25:31
200,Sitka,57.0531,-135.33,44.49,light rain,76,90,5.75,US,2021-11-05 04:25:32
201,Sayyan,15.1718,44.3244,53.01,clear sky,33,2,3.65,YE,2021-11-05 04:25:32
202,Kupang,-10.1667,123.5833,90.18,scattered clouds,62,40,10.36,ID,2021-11-05 04:25:32
203,Cap Malheureux,-19.9842,57.6142,77.49,few clouds,80,11,10.65,MU,2021-11-05 04:25:33
204,Verkhoturye,58.8627,60.8054,31.86,scattered clouds,80,49,12.8,RU,2021-11-05 04:21:15
205,Kushima,31.4583,131.2333,72.91,broken clouds,51,63,9.22,JP,2021-11-05 04:25:34
206,Filadelfia,39.9523,-75.1638,41.36,few clouds,68,20,1.99,US,2021-11-05 04:25:10
207,Asilah,35.465,-6.0348,49.86,clear sky,58,1,7.83,MA,2021-11-05 04:25:35
208,Nouadhibou,20.931,-17.0347,68.59,broken clouds,77,81,14.56,MR,2021-11-05 04:25:35
209,Linqiong,30.4159,103.4609,64.22,scattered clouds,68,42,3.96,CN,2021-11-05 04:25:36
210,Saint-Francois,46.4154,3.9054,44.47,overcast clouds,100,90,2.3,FR,2021-11-05 04:25:36
211,Roma,43.2128,-75.4557,33.66,clear sky,93,1,4.61,US,2021-11-05 04:25:36
212,Bluff,-46.6,168.3333,59.81,overcast clouds,60,100,12.57,NZ,2021-11-05 04:25:37
213,Dunedin,-45.8742,170.5036,56.82,broken clouds,61,71,4.12,NZ,2021-11-05 04:25:37
214,Ribeira Grande,38.5167,-28.7,70.2,broken clouds,88,75,23.02,PT,2021-11-05 04:25:38
215,Nara,34.6851,135.8049,69.04,broken clouds,49,61,8.3,JP,2021-11-05 04:25:38
216,Kaitangata,-46.2817,169.8464,55.98,overcast clouds,62,98,6.89,NZ,2021-11-05 04:25:39
217,Saint-Augustin,51.226,-58.6502,30.31,few clouds,42,16,6.2,CA,2021-11-05 04:25:39
218,Airai,-8.9266,125.4092,80.92,broken clouds,40,76,1.74,TL,2021-11-05 04:25:40
219,Along,28.1667,94.7667,75.06,clear sky,40,4,0.98,IN,2021-11-05 04:25:41
220,Vila Velha,-20.3297,-40.2925,73.35,clear sky,83,0,5.75,BR,2021-11-05 04:25:41
221,Pasni,25.2631,63.471,77.7,few clouds,47,14,4.88,PK,2021-11-05 04:26:41
222,Westport,41.1415,-73.3579,46.81,clear sky,76,1,6.44,US,2021-11-05 04:21:46
223,Houma,29.5958,-90.7195,57.99,overcast clouds,84,100,7.0,US,2021-11-05 04:23:01
224,Adre,13.4667,22.2,74.37,overcast clouds,28,91,13.49,TD,2021-11-05 04:26:42
225,Seydisehir,37.4193,31.8453,47.68,clear sky,69,7,3.56,TR,2021-11-05 04:26:43
226,Lunenburg,44.3835,-64.3155,39.25,overcast clouds,81,98,2.3,CA,2021-11-05 04:26:43
227,Chicama,-7.8447,-79.1469,64.38,overcast clouds,81,100,6.29,PE,2021-11-05 04:26:44
228,Casablanca,33.5928,-7.6192,51.82,clear sky,60,6,7.9,MA,2021-11-05 04:26:44
229,Kerouane,9.2667,-9.0167,70.93,clear sky,82,3,3.44,GN,2021-11-05 04:26:44
230,Saint George,37.1041,-113.5841,67.35,clear sky,40,1,3.44,US,2021-11-05 04:26:45
231,Changli,39.7042,119.1506,65.52,clear sky,49,0,4.88,CN,2021-11-05 04:26:45
232,Yugo-Kamskiy,57.7053,55.5894,33.82,overcast clouds,72,100,13.85,RU,2021-11-05 04:26:46
233,Kirovsk,48.6375,38.6428,48.67,overcast clouds,92,90,6.67,UA,2021-11-05 04:26:46
234,Davidson,36.1501,-86.7833,41.43,clear sky,76,1,4.0,US,2021-11-05 04:25:02
235,Honiara,-9.4333,159.95,85.69,light rain,63,51,5.57,SB,2021-11-05 04:26:47
236,Santa Fe,-31.6333,-60.7,65.01,moderate rain,92,100,8.99,AR,2021-11-05 04:26:47
237,Wodzislaw Slaski,50.0038,18.4721,42.96,scattered clouds,83,39,13.15,PL,2021-11-05 04:26:48
238,Ketchikan,55.3422,-131.6461,48.67,moderate rain,87,90,11.5,US,2021-11-05 04:26:48
239,La Paz,-16.5,-68.15,48.18,broken clouds,61,75,10.36,BO,2021-11-05 04:26:48
240,Mogadishu,2.0371,45.3438,79.95,scattered clouds,78,35,12.97,SO,2021-11-05 04:26:49
241,Bubaque,11.2833,-15.8333,82.56,scattered clouds,74,35,7.36,GW,2021-11-05 04:26:49
242,Wawa,9.9022,4.4192,78.33,broken clouds,62,56,3.29,NG,2021-11-05 04:26:50
243,Iqaluit,63.7506,-68.5145,13.73,few clouds,66,20,5.99,CA,2021-11-05 04:26:50
244,Alofi,-19.0595,-169.9187,80.49,broken clouds,69,74,13.8,NU,2021-11-05 04:24:48
245,Baloda Bazar,21.6667,82.1667,75.7,scattered clouds,50,27,6.6,IN,2021-11-05 04:26:51
246,Srednekolymsk,67.45,153.6833,-5.78,broken clouds,92,67,2.98,RU,2021-11-05 04:26:51
247,Aklavik,68.2191,-135.0107,22.03,overcast clouds,97,85,3.67,CA,2021-11-05 04:26:52
248,Nikolskoye,59.7035,30.7861,45.88,moderate rain,93,100,10.45,RU,2021-11-05 04:26:52
249,Korla,41.7597,86.1469,32.29,overcast clouds,19,98,15.17,CN,2021-11-05 04:26:52
250,Vestmannaeyjar,63.4427,-20.2734,44.96,broken clouds,74,54,19.91,IS,2021-11-05 04:26:53
251,Acari,-15.4311,-74.6158,66.02,scattered clouds,81,27,3.27,PE,2021-11-05 04:26:53
252,Ivanteyevka,55.9711,37.9208,48.83,overcast clouds,97,100,10.11,RU,2021-11-05 04:26:54
253,Te Anau,-45.4167,167.7167,67.46,overcast clouds,46,100,2.06,NZ,2021-11-05 04:26:55
254,Berwick,41.0545,-76.2333,35.1,scattered clouds,82,31,2.13,US,2021-11-05 04:26:55
255,San Patricio,28.017,-97.5169,58.86,clear sky,76,2,7.7,US,2021-11-05 04:26:55
256,Cururupu,-1.8283,-44.8683,74.46,scattered clouds,94,35,2.33,BR,2021-11-05 04:26:56
257,Narrabri,-30.3167,149.7833,68.09,overcast clouds,56,90,10.36,AU,2021-11-05 04:26:56
258,Kailua,21.4022,-157.7394,80.58,scattered clouds,79,40,11.5,US,2021-11-05 04:26:57
259,Geraldton,-28.7667,114.6,73.81,clear sky,43,7,18.41,AU,2021-11-05 04:26:57
260,Darnah,32.767,22.6367,74.86,overcast clouds,49,100,10.76,LY,2021-11-05 04:26:58
261,Cabo San Lucas,22.8909,-109.9124,73.71,clear sky,68,1,0.0,MX,2021-11-05 04:25:26
262,Xichang,27.8964,102.2634,64.13,clear sky,56,1,3.18,CN,2021-11-05 04:26:58
